ID,Phylum,Class,Order,Family,Genus,Species,Similarity,Status,Flags
>otu351,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu352,Arthropoda,Collembola,Entomobryomorpha,Entomobryidae,,,92.86,Early-Release,1 2    
>otu353,Arthropoda,Insecta,Hemiptera,Tingidae,Corythucha,arcuata,100,Private,3
>otu354,Cnidaria,Scyphozoa,,,,,81.48,Published,       
>otu355,Arthropoda,Insecta,Coleoptera,Curculionidae,,,94.74,Private,    3 4
>otu356,Annelida,Clitellata,Crassiclitellata,Acanthodrilidae,Microscolex,phosphoreus,100,Published,       
>otu357,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu358,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu359,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Wolbachia,endosymbiont,100,Published,       
>otu360,Chordata,Actinopterygii,,,,,76,Published,2
>otu361,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu362,Magnoliophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,lanceolata,100,Published,       
>otu363,Arthropoda,Malacostraca,,,,,79.49,Private,1 2    
>otu364,Rotifera,Bdelloidea,,Philodinidae,,,92.41,Published,2
>otu365,Arthropoda,Arachnida,Trombidiformes,Tydeidae,,,90.67,Published,1
>otu366,Arthropoda,Insecta,,,,,50,Private,1 2    
>otu367,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu368,Arthropoda,Insecta,Diptera,Culicidae,,,91.03,Published,       
>otu370,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu371,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu372,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu373,Rhodophyta,Florideophyceae,,,,,80.13,Published,2
>otu374,Chlorophyta,Trebouxiophyceae,,,,,86.21,Published,2
>otu375,Mollusca,Gastropoda,Stylommatophora,Helicidae,Cornu,aspersum,100,Private,       
>otu376,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu377,Arthropoda,Malacostraca,Decapoda,,,,86.42,Published,4
>otu378,Cnidaria,Anthozoa,Alcyonacea,,,,85.19,Published,       
>otu379,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu380,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,cryptica,100,Published,       
>otu381,Nematoda,Chromadorea,Rhabditida,Panagrolaimidae,,,91.07,Published,2
>otu382,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu383,Arthropoda,Insecta,,,,,50,Private,1 2    
>otu384,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu385,Nematoda,Chromadorea,Rhabditida,Steinernematidae,,,91.07,Published,4
>otu386,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu387,Arthropoda,Diplopoda,Polydesmida,Polydesmidae,Polydesmus,coriaceus,99.44,Private,3
>otu388,Arthropoda,Arachnida,Sarcoptiformes,Phthiracaridae,Phthiracarus,,98.48,Private,    3 4
>otu390,Arthropoda,Insecta,Orthoptera,Trigonidiidae,Nemobius,sylvestris,98.28,Private,       
>otu391,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu392,Arthropoda,Arachnida,Araneae,Clubionidae,Clubiona,terrestris,100,Published,       
>otu393,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu394,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Dendrobaena,attemsi,98.87,Published,4
>otu395,Arthropoda,Insecta,,,,,50,Private,1 2    
>otu396,Arthropoda,Chilopoda,Scolopendromorpha,Cryptopidae,Cryptops,hortensis,100,Private,3
>otu397,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,,96.34,Private,3
>otu398,Rotifera,Bdelloidea,Adinetida,Adinetidae,,,92.59,Published,2
>otu399,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu400,Arthropoda,Insecta,,,,,96.55,Published,  2 3  
>otu401,Rhodophyta,Florideophyceae,,,,,79.67,Published,2
>otu402,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu403,Proteobacteria,Alphaproteobacteria,,,,,74.14,Published,2
>otu404,Rhodophyta,Florideophyceae,,,,,79.37,Published,2
>otu405,Nematoda,Chromadorea,Rhabditida,,,,89.13,Published,2
>otu406,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu407,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu408,Arthropoda,Insecta,Coleoptera,Curculionidae,,,92.4,Private,    3 4
>otu409,Arthropoda,Insecta,Diptera,,,,85.19,Private,3
>otu410,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu411,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu412,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu414,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu415,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu416,Proteobacteria,Alphaproteobacteria,,,,,77.78,Published,       
>otu417,Magnoliophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonum,persicaria,98.31,Published,2
>otu418,Arthropoda,Malacostraca,Isopoda,Armadillidiidae,Eluma,,97.18,Private,3
>otu420,Rotifera,Bdelloidea,,Philodinidae,Macrotrachela,ehrenbergi,100,Published,       
>otu421,Proteobacteria,Alphaproteobacteria,,,,,77.59,Published,       
>otu422,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu423,Arthropoda,Collembola,Entomobryomorpha,Entomobryidae,Entomobrya,multifasciata,100,Published,       
>otu424,Mollusca,Bivalvia,,,,,78.67,Published,2
>otu425,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu426,Annelida,Clitellata,Crassiclitellata,,,,85.06,Published,2
>otu427,Arthropoda,Insecta,,,,,80.7,Private,  2 3  
>otu428,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu429,Arthropoda,Arachnida,Araneae,Dysderidae,Dysdera,,97.74,Private,    3 4
>otu430,Arthropoda,Insecta,,,,,92.59,Published,2
>otu431,Rhodophyta,Bangiophyceae,,,,,77.33,Published,  2   4
>otu432,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu433,Arthropoda,Thecostraca,,,,,75.64,Published,2
>otu434,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu435,Arthropoda,Malacostraca,Decapoda,,,,85.19,Published,4
>otu436,Arthropoda,Insecta,Hymenoptera,,,,90.12,Private,    3 4
>otu437,Arthropoda,Insecta,,,,,50,Private,1 2    
>otu438,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu439,Arthropoda,Insecta,Lepidoptera,Coleophoridae,Coleophora,,96.15,Private,  2 3 4
>otu440,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu441,Chordata,Ascidiacea,,,,,84,Private,  2 3  
>otu442,Nematoda,Chromadorea,Rhabditida,,,,88.24,Published,2
>otu443,Echinodermata,Crinoidea,,,,,74.7,Published,2
>otu444,Arthropoda,Arachnida,Trombidiformes,Eupodidae,,,93.59,Published,1 2    
>otu445,Arthropoda,Insecta,,,,,50,Private,1 2    
>otu446,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu447,Arthropoda,Collembola,Entomobryomorpha,Entomobryidae,Entomobrya,albocincta,98.87,Early-Release,       
>otu448,Arthropoda,Insecta,,,,,50,Private,1 2    
>otu449,Arthropoda,Malacostraca,Decapoda,,,,85.9,Published,2
>otu450,Arthropoda,Insecta,Lepidoptera,Geometridae,Cyclophora,linearia,100,Private,1 2    
>otu451,Arthropoda,Insecta,,,,,79.49,Private,2
>otu452,Rhodophyta,Florideophyceae,Gigartinales,,,,88.37,Published,  2   4
>otu453,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu454,Chordata,Actinopterygii,,,,,76.77,Private,  2 3  
>otu455,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu456,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu457,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Nalassus,laevioctostriatus,99.44,Published,       
>otu458,Chordata,Mammalia,Pholidota,Manidae,,,92.31,Private,  2 3  
>otu459,Heterokontophyta,Oomycota,Pythiales,Pythiaceae,Pythium,acanthicum,100,Published,2
>otu460,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu461,Chlorophyta,Trebouxiophyceae,,,,,85.06,Published,2
>otu462,Arthropoda,Insecta,Lepidoptera,,,,99.39,Private,    3 4
>otu463,Arthropoda,Insecta,Diptera,,,,85.9,Published,2
>otu464,Arthropoda,Insecta,Lepidoptera,Noctuidae,,,92.31,Private,  2 3 4
>otu465,Arthropoda,Collembola,Symphypleona,Dicyrtomidae,Dicyrtomina,saundersi,99.44,Private,       
>otu466,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu467,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu468,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu469,Mollusca,Gastropoda,Stylommatophora,Oxychilidae,Oxychilus,draparnaudi,100,Private,2
>otu470,Mollusca,Gastropoda,Lepetellida,,,,87.5,Published,2
>otu471,Mollusca,Bivalvia,,,,,81.33,Published,2
>otu472,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu473,Chordata,Amphibia,,,,,80.77,Published,2
>otu474,Chordata,Amphibia,Anura,,,,85.9,Private,    3 4
>otu475,Arthropoda,Insecta,Hemiptera,,,,86.21,Private,  2 3 4
>otu476,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu477,Zygomycota,,,,,,100,Private,3
>otu478,Arthropoda,Insecta,Diptera,,,,85.9,Private,2
>otu480,Cnidaria,Cubozoa,,,,,82.14,Published,2
>otu481,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,,,92.31,Private,  2 3  
>otu482,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu483,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu484,Arthropoda,Insecta,Lepidoptera,Nolidae,Pseudoips,prasinana,100,Private,       
>otu485,Mollusca,Gastropoda,Stylommatophora,Geomitridae,Ponentina,,96.55,Published,4
>otu486,Arthropoda,Insecta,,,,,95.4,Published,2
>otu487,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu488,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,,86.21,Published,4
>otu489,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,,86.21,Published,4
>otu490,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu491,Arthropoda,Insecta,,,,,50,Private,1 2    
>otu492,Heterokontophyta,Oomycota,,,,,80.35,Published,2
>otu493,Arthropoda,Malacostraca,,,,,77.33,Private,  2 3  
>otu494,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu495,Arthropoda,Insecta,Hymenoptera,,,,86.67,Published,2
>otu496,Arthropoda,Insecta,,,,,80,Published,2
>otu497,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu498,Arthropoda,Insecta,Diptera,Culicidae,Culex,,95.24,Private,  2 3  
>otu499,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu500,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu501,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu502,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Wolbachia,endosymbiont,100,Private,3
>otu503,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu504,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu505,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu506,Rhodophyta,Florideophyceae,Gigartinales,,,,85.56,Published,4
>otu508,Heterokontophyta,Oomycota,Pythiales,Pythiaceae,Pythium,camurandrum,98.31,Published,2
>otu509,Mollusca,Gastropoda,Stylommatophora,Oxychilidae,Oxychilus,alliarius,100,Published,4
>otu510,Arthropoda,Insecta,Diptera,,,,87.18,Published,2
>otu512,Arthropoda,Malacostraca,,,,,84.62,Private,  2 3  
>otu513,Magnoliophyta,Magnoliopsida,Brassicales,Bataceae,Batis,maritima,98.31,Published,2
>otu514,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu515,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu516,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu517,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu518,Zygomycota,,,,,,95.95,Private,3
>otu519,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,,85.63,Published,4
>otu520,Arthropoda,Insecta,Lepidoptera,,,,92.21,Private,    3 4
>otu521,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu522,Arthropoda,Insecta,Hymenoptera,,,,86.21,Published,       
>otu523,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu524,Arthropoda,Insecta,Trichoptera,,,,85.33,Published,  2   4
>otu525,Arthropoda,Insecta,,,,,50,Private,1 2    
>otu526,Arthropoda,Insecta,Trichoptera,,,,85.9,Published,4
>otu527,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu528,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu529,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,,,94,Private,3
>otu530,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu531,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu532,Arthropoda,Insecta,Diptera,Heleomyzidae,,,92.31,Published,2
>otu533,Arthropoda,Insecta,,,,,78.67,Published,2
>otu534,Arthropoda,Insecta,Hemiptera,,,,87.36,Private,  2 3 4
>otu535,Rotifera,Bdelloidea,,Philodinidae,,,91.76,Published,2
>otu538,Nematoda,Chromadorea,,,,,84.21,Published,       
>otu539,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu541,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu542,Arthropoda,Insecta,,,,,95.4,Private,  2 3 4
>otu543,Arthropoda,Insecta,Diptera,,,,89.74,Private,  2 3  
>otu544,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu545,Arthropoda,Insecta,Lepidoptera,Erebidae,Sphrageidus,similis,100,Private,       
>otu546,Cnidaria,Anthozoa,Scleractinia,,,,85.71,Published,4
>otu547,Rhodophyta,Florideophyceae,Gelidiales,,,,87.04,Private,  2 3 4
>otu548,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu549,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu550,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu551,Chordata,Actinopterygii,,,,,79.01,Published,2
>otu553,Arthropoda,Insecta,Hymenoptera,,,,89.66,Private,    3 4
>otu554,Arthropoda,Arachnida,Araneae,,,,87.1,Published,       
>otu555,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu556,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu557,Nematoda,Chromadorea,Aphelenchida,,,,86.42,Published,2
>otu559,Tardigrada,Eutardigrada,Parachaela,,,,85.93,Published,       
>otu560,Nematoda,Chromadorea,Rhabditida,Rhabditidae,,,91.07,Published,2
>otu561,Nematoda,Chromadorea,Rhabditida,,,,88.07,Published,4
>otu562,Arthropoda,Insecta,Dermaptera,Anisolabididae,Euborellia,,95.37,Published,1
>otu563,Nematoda,Chromadorea,Rhabditida,Ancylostomatidae,,,91.03,Published,       
>otu565,Arthropoda,Arachnida,,,,,80.77,Published,2
>otu566,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu567,Arthropoda,Arachnida,Sarcoptiformes,Galumnidae,,,,Published,1 2    
>otu568,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu569,Arthropoda,Malacostraca,Isopoda,Armadillidiidae,Armadillidium,vulgare,100,Private,1
>otu570,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu571,Nematoda,Chromadorea,Strongylida,Syngamidae,,,91.67,Published,       
>otu572,Arthropoda,Insecta,Hymenoptera,Braconidae,Glyptapanteles,carlossarmientoi,100,Published,1
>otu573,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu574,Arthropoda,Malacostraca,Isopoda,Porcellionidae,Porcellio,scaber,98.31,Published,1
>otu575,Echinodermata,Asteroidea,,,,,74.67,Published,2
>otu576,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu577,Proteobacteria,Alphaproteobacteria,,,,,65.91,Published,2
>otu578,Cnidaria,Anthozoa,,,,,84,Published,2
>otu579,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu580,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,,,91.03,Private,  2 3  
>otu581,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu582,Rhodophyta,Florideophyceae,Gigartinales,,,,85.56,Published,2
>otu583,Arthropoda,Insecta,Hymenoptera,,,,85.9,Private,3
>otu584,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu585,Arthropoda,Insecta,Diptera,Syrphidae,Toxomerus,,95.24,Private,    3 4
>otu586,Annelida,Clitellata,Crassiclitellata,Lumbricidae,,,91.95,Private,2
>otu587,Arthropoda,Diplopoda,Julida,Julidae,Cylindroiulus,britannicus,100,Published,1
>otu588,Annelida,Clitellata,Crassiclitellata,Lumbricidae,,,92.66,Published,2
>otu589,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu590,Arthropoda,Insecta,Lepidoptera,Blastobasidae,Blastobasis,maroccanella,100,Published,2
>otu591,Arthropoda,Copepoda,,,,,79.76,Published,2
>otu592,Arthropoda,Insecta,Lepidoptera,,,,85,Private,    3 4
>otu593,Arthropoda,Malacostraca,,,,,80,Private,  2 3  
>otu594,Proteobacteria,Alphaproteobacteria,,,,,80.36,Published,2
>otu595,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu596,Arthropoda,Insecta,,,,,82.05,Published,2
>otu597,Proteobacteria,Alphaproteobacteria,,,,,80.81,Published,       
>otu598,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu599,Chlorophyta,Trebouxiophyceae,,,,,87.01,Published,2
>otu600,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu601,Arthropoda,Arachnida,,,,,82.22,Published,2
>otu602,Arthropoda,Thecostraca,,,,,75.64,Published,2
>otu603,Rhodophyta,Florideophyceae,,,,,80.46,Published,2
>otu604,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu605,Zygomycota,,,,,,97.11,Private,3
>otu606,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu607,Arthropoda,Insecta,Hemiptera,,,,93.22,Private,       
>otu608,Arthropoda,Insecta,,,,,83.33,Published,2
>otu609,Nematoda,Chromadorea,Strongylida,,,,89.63,Private,  2 3  
>otu610,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu611,Arthropoda,Arachnida,Trombidiformes,,,,87.01,Published,1 2    
>otu612,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu613,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu615,Rhodophyta,Florideophyceae,,,,,80.47,Published,2
>otu616,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu617,Arthropoda,Branchiopoda,,,,,80.77,Published,2
>otu618,Arthropoda,Insecta,Diptera,Syrphidae,Fagisyrphus,cinctus,100,Published,2
>otu620,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu621,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu622,Nematoda,Chromadorea,Rhabditida,Rhabditidae,,,97.02,Published,       
>otu623,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu624,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu625,Rhodophyta,Florideophyceae,Peyssonneliales,,,,85.06,Private,    3 4
>otu626,Arthropoda,Insecta,Hymenoptera,,,,87.65,Private,3
>otu628,Arthropoda,Insecta,,,,,80.77,Private,  2 3  
>otu629,Chordata,Actinopterygii,,,,,79.49,Published,2
>otu630,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu631,Arthropoda,Insecta,Diptera,Sphaeroceridae,Opacifrons,,95,Published,4
>otu632,Heterokontophyta,Oomycota,Pythiales,,,,85.15,Published,  2   4
>otu633,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu634,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu635,Arthropoda,Insecta,Coleoptera,Elmidae,,,93.83,Private,  2 3  
>otu636,Nematoda,Chromadorea,Strongylida,Syngamidae,Syngamus,trachea,99.4,Published,       
>otu637,Arthropoda,Copepoda,,,,,82.05,Published,2
>otu638,Chlorophyta,Trebouxiophyceae,,,,,85.31,Published,2
>otu639,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu640,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu641,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu642,Rhodophyta,Florideophyceae,Ceramiales,,,,85.33,Published,4
>otu643,Arthropoda,Collembola,Entomobryomorpha,Entomobryidae,Entomobrya,unostrigata,100,Published,       
>otu644,Platyhelminthes,Rhabditophora,,,,,77.33,Published,2
>otu645,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Aporrectodea,caliginosa L3,100,Published,       
>otu646,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu647,Mollusca,Gastropoda,Stylommatophora,Euconulidae,Euconulus,fulvus,98.85,Published,2
>otu648,Platyhelminthes,Rhabditophora,,,,,81.33,Published,       
>otu650,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu651,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Phaneroptera,nana,99.44,Private,  2 3  
>otu652,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu653,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu654,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctua,pronuba,100,Private,2
>otu655,Cnidaria,Anthozoa,Scleractinia,,,,85.19,Published,4
>otu656,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu657,Arthropoda,Copepoda,,,,,80.25,Published,2
>otu658,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu660,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu661,Arthropoda,Insecta,Orthoptera,Trigonidiidae,,,91.53,Private,  2 3  
>otu662,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu663,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu664,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu665,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu666,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu667,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu668,No Match,No Match,No Match,No Match,No Match,No Match,,,
>otu669,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,,86.71,Published,       
>otu671,No Match,No Match,No Match,No Match,No Match,No Match,,,
